date,lines,messages,nicks,tz,format,source,days_observed,days_in_range,undated_lines,fragments
2004-05-30,10,0,0,unknown,undated,jbosnu/2004_05/2004_05_30-02_21.txt,,,10,1
2004-05-31,7,0,0,unknown,undated,jbosnu/2004_05/2004_05_31-02_21.txt,,,7,1
2004-06-01,21,0,0,unknown,undated,jbosnu/2004_06/2004_06_01-02_21.txt,,,21,1
2004-06-02,9,0,0,unknown,undated,jbosnu/2004_06/2004_06_02-02_21.txt,,,9,1
2004-06-03,6,0,0,unknown,undated,jbosnu/2004_06/2004_06_03-02_21.txt,,,6,1
2004-06-04,12,0,0,unknown,undated,jbosnu/2004_06/2004_06_04-02_21.txt,,,12,1
2004-06-05,3,0,0,unknown,undated,jbosnu/2004_06/2004_06_05-02_21.txt,,,3,1
2004-06-06,6,0,0,unknown,undated,jbosnu/2004_06/2004_06_06-02_21.txt,,,6,1
2004-06-07,32,0,0,unknown,undated,jbosnu/2004_06/2004_06_07-02_21.txt,,,32,1
2004-06-08,7,0,0,unknown,undated,jbosnu/2004_06/2004_06_08-02_21.txt,,,7,1
2004-06-09,19,0,0,unknown,undated,jbosnu/2004_06/2004_06_09-02_21.txt,,,19,1
2004-06-10,15,0,0,unknown,undated,jbosnu/2004_06/2004_06_10-02_21.txt,,,15,1
2004-06-11,7,0,0,unknown,undated,jbosnu/2004_06/2004_06_11-02_21.txt,,,7,1
2004-06-12,11,0,0,unknown,undated,jbosnu/2004_06/2004_06_12-02_21.txt,,,11,1
2004-06-13,5,0,0,unknown,undated,jbosnu/2004_06/2004_06_13-02_21.txt,,,5,1
2004-06-14,8,0,0,unknown,undated,jbosnu/2004_06/2004_06_14-02_21.txt,,,8,1
2004-06-15,6,0,0,unknown,undated,jbosnu/2004_06/2004_06_15-02_22.txt,,,6,1
2004-06-16,16,6,3,unknown,undated,jbosnu/2004_06/2004_06_16-02_21.txt,,,16,1
2004-06-17,5,0,0,unknown,undated,jbosnu/2004_06/2004_06_17-02_21.txt,,,5,1
2004-06-18,7,0,0,unknown,undated,jbosnu/2004_06/2004_06_18-02_22.txt,,,7,1
2004-06-19,6,0,0,unknown,undated,jbosnu/2004_06/2004_06_19-02_21.txt,,,6,1
2004-06-20,7,0,0,unknown,undated,jbosnu/2004_06/2004_06_20-02_21.txt,,,7,1
2004-06-21,5,0,0,unknown,undated,jbosnu/2004_06/2004_06_21-02_21.txt,,,5,1
2004-06-22,11,0,0,unknown,undated,jbosnu/2004_06/2004_06_22-02_22.txt,,,11,1
2004-06-23,4,0,0,unknown,undated,jbosnu/2004_06/2004_06_23-02_21.txt,,,4,1
2004-06-24,23,0,0,unknown,undated,jbosnu/2004_06/2004_06_24-02_21.txt,,,23,1
2004-06-25,7,0,0,unknown,undated,jbosnu/2004_06/2004_06_25-02_21.txt,,,7,1
2004-06-26,6,0,0,unknown,undated,jbosnu/2004_06/2004_06_26-02_21.txt,,,6,1
2004-06-27,13,0,0,unknown,undated,jbosnu/2004_06/2004_06_27-02_21.txt,,,13,1
2004-06-28,8,0,0,unknown,undated,jbosnu/2004_06/2004_06_28-02_21.txt,,,8,1
2004-06-29,9,0,0,unknown,undated,jbosnu/2004_06/2004_06_29-02_21.txt,,,9,1
2004-06-30,10,0,0,unknown,undated,jbosnu/2004_06/2004_06_30-02_21.txt,,,10,1
2004-07-01,10,0,0,unknown,undated,jbosnu/2004_07/2004_07_01-02_21.txt,,,10,1
2004-07-02,6,0,0,unknown,undated,jbosnu/2004_07/2004_07_02-02_21.txt,,,6,1
2004-07-03,11,0,0,unknown,undated,jbosnu/2004_07/2004_07_03-02_21.txt,,,11,1
2004-07-04,9,0,0,unknown,undated,jbosnu/2004_07/2004_07_04-02_21.txt,,,9,1
2004-07-05,15,0,0,unknown,undated,jbosnu/2004_07/2004_07_05-02_21.txt,,,15,1
2004-07-06,11,0,0,unknown,undated,jbosnu/2004_07/2004_07_06-02_21.txt,,,11,1
2004-07-07,15,0,0,unknown,undated,jbosnu/2004_07/2004_07_07-02_21.txt,,,15,1
2004-07-08,27,0,0,unknown,undated,jbosnu/2004_07/2004_07_08-02_21.txt,,,27,1
2004-07-09,11,0,0,unknown,undated,jbosnu/2004_07/2004_07_09-02_22.txt,,,11,1
2004-07-10,8,0,0,unknown,undated,jbosnu/2004_07/2004_07_10-02_21.txt,,,8,1
2004-07-11,8,0,0,unknown,undated,jbosnu/2004_07/2004_07_11-02_21.txt,,,8,1
2004-07-12,13,0,0,unknown,undated,jbosnu/2004_07/2004_07_12-02_21.txt,,,13,1
2004-07-13,10,0,0,unknown,undated,jbosnu/2004_07/2004_07_13-02_21.txt,,,10,1
2004-07-14,14,0,0,unknown,undated,jbosnu/2004_07/2004_07_14-02_21.txt,,,14,1
2004-07-15,8,0,0,unknown,undated,jbosnu/2004_07/2004_07_15-02_21.txt,,,8,1
2004-07-16,5,0,0,unknown,undated,jbosnu/2004_07/2004_07_16-02_21.txt,,,5,1
2004-07-17,8,0,0,unknown,undated,jbosnu/2004_07/2004_07_17-02_21.txt,,,8,1
2004-07-18,9,0,0,unknown,undated,jbosnu/2004_07/2004_07_18-02_21.txt,,,9,1
2004-07-19,6,0,0,unknown,undated,jbosnu/2004_07/2004_07_19-02_21.txt,,,6,1
2004-07-20,6,0,0,unknown,undated,jbosnu/2004_07/2004_07_20-02_21.txt,,,6,1
2004-07-21,10,0,0,unknown,undated,jbosnu/2004_07/2004_07_21-02_21.txt,,,10,1
2004-07-22,9,0,0,unknown,undated,jbosnu/2004_07/2004_07_22-02_21.txt,,,9,1
2004-07-23,12,0,0,unknown,undated,jbosnu/2004_07/2004_07_23-02_21.txt,,,12,1
2004-07-24,2,0,0,unknown,undated,jbosnu/2004_07/2004_07_24-02_21.txt,,,2,1
2004-07-25,4,0,0,unknown,undated,jbosnu/2004_07/2004_07_25-02_21.txt,,,4,1
2004-07-26,7,0,0,unknown,undated,jbosnu/2004_07/2004_07_26-02_21.txt,,,7,1
2004-07-27,8,0,0,unknown,undated,jbosnu/2004_07/2004_07_27-02_21.txt,,,8,1
2004-07-28,6,0,0,unknown,undated,jbosnu/2004_07/2004_07_28-02_21.txt,,,6,1
2004-07-29,7,0,0,unknown,undated,jbosnu/2004_07/2004_07_29-02_22.txt,,,7,1
2004-07-30,6,0,0,unknown,undated,jbosnu/2004_07/2004_07_30-02_21.txt,,,6,1
2004-07-31,5,0,0,unknown,undated,jbosnu/2004_07/2004_07_31-02_21.txt,,,5,1
2004-08-01,5,0,0,unknown,undated,jbosnu/2004_08/2004_08_01-02_21.txt,,,5,1
2004-08-02,6,0,0,unknown,undated,jbosnu/2004_08/2004_08_02-02_21.txt,,,6,1
2004-08-03,8,0,0,unknown,undated,jbosnu/2004_08/2004_08_03-02_21.txt,,,8,1
2004-08-04,7,0,0,unknown,undated,jbosnu/2004_08/2004_08_04-02_21.txt,,,7,1
2004-08-06,7,0,0,unknown,undated,jbosnu/2004_08/2004_08_06-02_21.txt,,,7,1
2004-08-07,7,0,0,unknown,undated,jbosnu/2004_08/2004_08_07-02_21.txt,,,7,1
2004-08-08,7,0,0,unknown,undated,jbosnu/2004_08/2004_08_08-02_21.txt,,,7,1
2004-08-09,5,0,0,unknown,undated,jbosnu/2004_08/2004_08_09-02_21.txt,,,5,1
2004-08-10,2,0,0,unknown,undated,jbosnu/2004_08/2004_08_10-02_21.txt,,,2,1
2004-08-11,6,0,0,unknown,undated,jbosnu/2004_08/2004_08_11-02_21.txt,,,6,1
2004-08-12,10,0,0,unknown,undated,jbosnu/2004_08/2004_08_12-02_21.txt,,,10,1
2004-08-13,11,0,0,unknown,undated,jbosnu/2004_08/2004_08_13-02_21.txt,,,11,1
2004-08-14,7,0,0,unknown,undated,jbosnu/2004_08/2004_08_14-02_21.txt,,,7,1
2004-08-15,6,0,0,unknown,undated,jbosnu/2004_08/2004_08_15-02_21.txt,,,6,1
2004-08-16,6,0,0,unknown,undated,jbosnu/2004_08/2004_08_16-02_21.txt,,,6,1
2004-08-17,6,0,0,unknown,undated,jbosnu/2004_08/2004_08_17-02_21.txt,,,6,1
2004-08-18,12,0,0,unknown,undated,jbosnu/2004_08/2004_08_18-02_21.txt,,,12,1
2004-08-19,15,0,0,unknown,undated,jbosnu/2004_08/2004_08_19-02_21.txt,,,15,1
2004-08-20,9,0,0,unknown,undated,jbosnu/2004_08/2004_08_20-02_21.txt,,,9,1
2004-08-21,6,0,0,unknown,undated,jbosnu/2004_08/2004_08_21-02_21.txt,,,6,1
2004-08-22,5,0,0,unknown,undated,jbosnu/2004_08/2004_08_22-02_21.txt,,,5,1
2004-08-24,8,0,0,unknown,undated,jbosnu/2004_08/2004_08_24-02_21.txt,,,8,1
2004-08-25,7,0,0,unknown,undated,jbosnu/2004_08/2004_08_25-02_21.txt,,,7,1
2004-08-26,7,0,0,unknown,undated,jbosnu/2004_08/2004_08_26-02_21.txt,,,7,1
2004-08-27,8,0,0,unknown,undated,jbosnu/2004_08/2004_08_27-02_21.txt,,,8,1
2004-08-28,12,0,0,unknown,undated,jbosnu/2004_08/2004_08_28-02_21.txt,,,12,1
2004-08-29,6,0,0,unknown,undated,jbosnu/2004_08/2004_08_29-02_21.txt,,,6,1
2004-08-30,6,0,0,unknown,undated,jbosnu/2004_08/2004_08_30-02_21.txt,,,6,1
2004-08-31,8,0,0,unknown,undated,jbosnu/2004_08/2004_08_31-02_21.txt,,,8,1
2004-09-01,7,0,0,unknown,undated,jbosnu/2004_09/2004_09_01-02_21.txt,,,7,1
2004-09-02,16,0,0,unknown,undated,jbosnu/2004_09/2004_09_02-02_21.txt,,,16,1
2004-09-03,5,0,0,unknown,undated,jbosnu/2004_09/2004_09_03-02_21.txt,,,5,1
2004-09-08,6,0,0,unknown,undated,jbosnu/2004_09/2004_09_08-02_21.txt,,,6,1
2004-09-09,8,0,0,unknown,undated,jbosnu/2004_09/2004_09_09-02_21.txt,,,8,1
2004-09-10,7,0,0,unknown,undated,jbosnu/2004_09/2004_09_10-02_21.txt,,,7,1
2004-09-11,7,0,0,unknown,undated,jbosnu/2004_09/2004_09_11-02_21.txt,,,7,1
2004-09-12,2,0,0,unknown,undated,jbosnu/2004_09/2004_09_12-02_21.txt,,,2,1
2004-09-13,4,0,0,unknown,undated,jbosnu/2004_09/2004_09_13-02_21.txt,,,4,1
2004-09-14,5,0,0,unknown,undated,jbosnu/2004_09/2004_09_14-02_21.txt,,,5,1
2004-09-15,5,0,0,unknown,undated,jbosnu/2004_09/2004_09_15-02_21.txt,,,5,1
2004-09-16,8,0,0,unknown,undated,jbosnu/2004_09/2004_09_16-02_21.txt,,,8,1
2004-09-17,6,0,0,unknown,undated,jbosnu/2004_09/2004_09_17-02_21.txt,,,6,1
2004-09-18,4,0,0,unknown,undated,jbosnu/2004_09/2004_09_18-02_21.txt,,,4,1
2004-09-19,1,0,0,unknown,undated,jbosnu/2004_09/2004_09_19-02_21.txt,,,1,1
2004-09-20,5,0,0,unknown,undated,jbosnu/2004_09/2004_09_20-02_21.txt,,,5,1
2004-09-21,2,0,0,unknown,undated,jbosnu/2004_09/2004_09_21-02_21.txt,,,2,1
2004-09-22,4,0,0,unknown,undated,jbosnu/2004_09/2004_09_22-02_21.txt,,,4,1
2004-09-23,6,0,0,unknown,undated,jbosnu/2004_09/2004_09_23-02_21.txt,,,6,1
2004-09-24,3,0,0,unknown,undated,jbosnu/2004_09/2004_09_24-02_21.txt,,,3,1
2004-09-25,6,0,0,unknown,undated,jbosnu/2004_09/2004_09_25-02_21.txt,,,6,1
2004-09-26,2,0,0,unknown,undated,jbosnu/2004_09/2004_09_26-02_21.txt,,,2,1
2004-09-27,3,0,0,unknown,undated,jbosnu/2004_09/2004_09_27-02_21.txt,,,3,1
2004-09-28,2,0,0,unknown,undated,jbosnu/2004_09/2004_09_28-02_21.txt,,,2,1
2004-09-29,6,0,0,unknown,undated,jbosnu/2004_09/2004_09_29-02_21.txt,,,6,1
2004-09-30,9,0,0,unknown,undated,jbosnu/2004_09/2004_09_30-02_21.txt,,,9,1
2004-10-01,3,0,0,unknown,undated,jbosnu/2004_10/2004_10_01-02_21.txt,,,3,1
2004-10-02,8,0,0,unknown,undated,jbosnu/2004_10/2004_10_02-02_21.txt,,,8,1
2004-10-03,8,0,0,unknown,undated,jbosnu/2004_10/2004_10_03-02_21.txt,,,8,1
2004-10-04,7,0,0,unknown,undated,jbosnu/2004_10/2004_10_04-02_21.txt,,,7,1
2004-10-05,3,0,0,unknown,undated,jbosnu/2004_10/2004_10_05-02_21.txt,,,3,1
2004-10-06,7,0,0,unknown,undated,jbosnu/2004_10/2004_10_06-02_21.txt,,,7,1
2004-10-07,2,0,0,unknown,undated,jbosnu/2004_10/2004_10_07-02_21.txt,,,2,1
2004-10-08,4,0,0,unknown,undated,jbosnu/2004_10/2004_10_08-02_21.txt,,,4,1
2004-10-09,5,0,0,unknown,undated,jbosnu/2004_10/2004_10_09-02_21.txt,,,5,1
2004-10-10,4,0,0,unknown,undated,jbosnu/2004_10/2004_10_10-02_29.txt,,,4,1
2004-10-12,3,0,0,unknown,undated,jbosnu/2004_10/2004_10_12-02_21.txt,,,3,1
2004-10-13,16,0,0,unknown,undated,jbosnu/2004_10/2004_10_13-02_21.txt,,,16,1
2004-10-14,10,0,0,unknown,undated,jbosnu/2004_10/2004_10_14-02_21.txt,,,10,1
2004-10-15,8,0,0,unknown,undated,jbosnu/2004_10/2004_10_15-02_21.txt,,,8,1
2004-10-16,6,0,0,unknown,undated,jbosnu/2004_10/2004_10_16-02_21.txt,,,6,1
2004-10-17,2,0,0,unknown,undated,jbosnu/2004_10/2004_10_17-02_21.txt,,,2,1
2004-10-18,1,0,0,unknown,undated,jbosnu/2004_10/2004_10_18-02_21.txt,,,1,1
2004-10-19,9,0,0,unknown,undated,jbosnu/2004_10/2004_10_19-02_21.txt,,,9,1
2004-10-20,1,0,0,unknown,undated,jbosnu/2004_10/2004_10_20-02_21.txt,,,1,1
2004-10-21,5,0,0,unknown,undated,jbosnu/2004_10/2004_10_21-02_21.txt,,,5,1
2004-10-22,4,0,0,unknown,undated,jbosnu/2004_10/2004_10_22-02_21.txt,,,4,1
2004-10-23,4,0,0,unknown,undated,jbosnu/2004_10/2004_10_23-02_21.txt,,,4,1
2004-10-24,3,0,0,unknown,undated,jbosnu/2004_10/2004_10_24-02_21.txt,,,3,1
2004-10-25,5,0,0,unknown,undated,jbosnu/2004_10/2004_10_25-02_21.txt,,,5,1
2004-10-26,1,0,0,unknown,undated,jbosnu/2004_10/2004_10_26-02_21.txt,,,1,1
2004-10-27,6,0,0,unknown,undated,jbosnu/2004_10/2004_10_27-02_21.txt,,,6,1
2004-10-28,10,0,0,unknown,undated,jbosnu/2004_10/2004_10_28-02_29.txt,,,10,1
2004-10-30,7,0,0,unknown,undated,jbosnu/2004_10/2004_10_30-02_21.txt,,,7,1
2004-10-31,5,0,0,unknown,undated,jbosnu/2004_10/2004_10_31-02_21.txt,,,5,1
2004-11-01,3,0,0,unknown,undated,jbosnu/2004_11/2004_11_01-02_21.txt,,,3,1
2004-11-02,9,0,0,unknown,undated,jbosnu/2004_11/2004_11_02-02_21.txt,,,9,1
2004-11-03,1,0,0,unknown,undated,jbosnu/2004_11/2004_11_03-02_21.txt,,,1,1
2004-11-04,3,0,0,unknown,undated,jbosnu/2004_11/2004_11_04-02_21.txt,,,3,1
2004-11-05,3,0,0,unknown,undated,jbosnu/2004_11/2004_11_05-02_21.txt,,,3,1
2004-11-06,4,0,0,unknown,undated,jbosnu/2004_11/2004_11_06-02_21.txt,,,4,1
2004-11-07,4,0,0,unknown,undated,jbosnu/2004_11/2004_11_07-02_21.txt,,,4,1
2004-11-08,1,0,0,unknown,undated,jbosnu/2004_11/2004_11_08-02_22.txt,,,1,1
2004-11-09,3,0,0,unknown,undated,jbosnu/2004_11/2004_11_09-02_22.txt,,,3,1
2004-11-10,4,0,0,unknown,undated,jbosnu/2004_11/2004_11_10-02_22.txt,,,4,1
2004-11-11,6,0,0,unknown,undated,jbosnu/2004_11/2004_11_11-02_22.txt,,,6,1
2004-11-12,10,0,0,unknown,undated,jbosnu/2004_11/2004_11_12-02_22.txt,,,10,1
2004-11-13,8,0,0,unknown,undated,jbosnu/2004_11/2004_11_13-02_21.txt,,,8,1
2004-11-14,9,0,0,unknown,undated,jbosnu/2004_11/2004_11_14-02_21.txt,,,9,1
2004-11-15,3,0,0,unknown,undated,jbosnu/2004_11/2004_11_15-02_21.txt,,,3,1
2004-11-16,5,0,0,unknown,undated,jbosnu/2004_11/2004_11_16-02_21.txt,,,5,1
2004-11-17,4,0,0,unknown,undated,jbosnu/2004_11/2004_11_17-02_21.txt,,,4,1
2004-11-18,4,0,0,unknown,undated,jbosnu/2004_11/2004_11_18-02_21.txt,,,4,1
2004-11-19,5,0,0,unknown,undated,jbosnu/2004_11/2004_11_19-02_22.txt,,,5,1
2004-11-20,8,0,0,unknown,undated,jbosnu/2004_11/2004_11_20-02_21.txt,,,8,1
2004-11-21,4,0,0,unknown,undated,jbosnu/2004_11/2004_11_21-02_21.txt,,,4,1
2004-11-22,6,0,0,unknown,undated,jbosnu/2004_11/2004_11_22-02_21.txt,,,6,1
2004-11-23,5,0,0,unknown,undated,jbosnu/2004_11/2004_11_23-02_22.txt,,,5,1
2004-11-24,6,0,0,unknown,undated,jbosnu/2004_11/2004_11_24-02_21.txt,,,6,1
2004-11-25,10,0,0,unknown,undated,jbosnu/2004_11/2004_11_25-02_21.txt,,,10,1
2004-11-26,4,0,0,unknown,undated,jbosnu/2004_11/2004_11_26-02_21.txt,,,4,1
2004-11-27,3,0,0,unknown,undated,jbosnu/2004_11/2004_11_27-02_21.txt,,,3,1
2004-11-28,6,0,0,unknown,undated,jbosnu/2004_11/2004_11_28-02_21.txt,,,6,1
2004-11-29,2,0,0,unknown,undated,jbosnu/2004_11/2004_11_29-02_21.txt,,,2,1
2004-11-30,4,0,0,unknown,undated,jbosnu/2004_11/2004_11_30-02_21.txt,,,4,1
2004-12-01,5,0,0,unknown,undated,jbosnu/2004_12/2004_12_01-02_22.txt,,,5,1
2004-12-02,7,0,0,unknown,undated,jbosnu/2004_12/2004_12_02-02_21.txt,,,7,1
2004-12-03,5,0,0,unknown,undated,jbosnu/2004_12/2004_12_03-02_21.txt,,,5,1
2004-12-04,7,0,0,unknown,undated,jbosnu/2004_12/2004_12_04-02_21.txt,,,7,1
2004-12-05,4,0,0,unknown,undated,jbosnu/2004_12/2004_12_05-02_21.txt,,,4,1
2004-12-06,2,0,0,unknown,undated,jbosnu/2004_12/2004_12_06-02_21.txt,,,2,1
2004-12-08,5,0,0,unknown,undated,jbosnu/2004_12/2004_12_08-02_21.txt,,,5,1
2004-12-09,10,0,0,unknown,undated,jbosnu/2004_12/2004_12_09-02_21.txt,,,10,1
2004-12-10,8,0,0,unknown,undated,jbosnu/2004_12/2004_12_10-02_22.txt,,,8,1
2004-12-11,4,0,0,unknown,undated,jbosnu/2004_12/2004_12_11-02_21.txt,,,4,1
2004-12-12,5,0,0,unknown,undated,jbosnu/2004_12/2004_12_12-02_21.txt,,,5,1
2004-12-13,3,0,0,unknown,undated,jbosnu/2004_12/2004_12_13-02_21.txt,,,3,1
2004-12-14,1,0,0,unknown,undated,jbosnu/2004_12/2004_12_14-02_21.txt,,,1,1
2004-12-15,5,0,0,unknown,undated,jbosnu/2004_12/2004_12_15-02_21.txt,,,5,1
2004-12-16,7,0,0,unknown,undated,jbosnu/2004_12/2004_12_16-02_21.txt,,,7,1
2004-12-17,10,0,0,unknown,undated,jbosnu/2004_12/2004_12_17-02_21.txt,,,10,1
2004-12-18,5,0,0,unknown,undated,jbosnu/2004_12/2004_12_18-02_21.txt,,,5,1
2004-12-19,9,0,0,unknown,undated,jbosnu/2004_12/2004_12_19-02_21.txt,,,9,1
2004-12-20,3,0,0,unknown,undated,jbosnu/2004_12/2004_12_20-02_21.txt,,,3,1
2004-12-21,4,0,0,unknown,undated,jbosnu/2004_12/2004_12_21-02_21.txt,,,4,1
2004-12-22,4,0,0,unknown,undated,jbosnu/2004_12/2004_12_22-02_22.txt,,,4,1
2004-12-23,5,0,0,unknown,undated,jbosnu/2004_12/2004_12_23-02_21.txt,,,5,1
2004-12-24,5,0,0,unknown,undated,jbosnu/2004_12/2004_12_24-02_21.txt,,,5,1
2004-12-25,2,0,0,unknown,undated,jbosnu/2004_12/2004_12_25-02_21.txt,,,2,1
2004-12-26,3,0,0,unknown,undated,jbosnu/2004_12/2004_12_26-02_21.txt,,,3,1
2004-12-27,6,0,0,unknown,undated,jbosnu/2004_12/2004_12_27-02_21.txt,,,6,1
2004-12-28,8,0,0,unknown,undated,jbosnu/2004_12/2004_12_28-02_21.txt,,,8,1
2004-12-29,2,0,0,unknown,undated,jbosnu/2004_12/2004_12_29-02_21.txt,,,2,1
2004-12-30,2,0,0,unknown,undated,jbosnu/2004_12/2004_12_30-02_21.txt,,,2,1
2004-12-31,2,0,0,unknown,undated,jbosnu/2004_12/2004_12_31-02_21.txt,,,2,1
2005-01-01,5,0,0,unknown,undated,jbosnu/2005_01/2005_01_01-02_21.txt,,,5,1
2005-01-02,2,0,0,unknown,undated,jbosnu/2005_01/2005_01_02-02_21.txt,,,2,1
2005-01-03,3,0,0,unknown,undated,jbosnu/2005_01/2005_01_03-02_21.txt,,,3,1
2005-01-04,10,0,0,unknown,undated,jbosnu/2005_01/2005_01_04-02_22.txt,,,10,1
2005-01-05,7,0,0,unknown,undated,jbosnu/2005_01/2005_01_05-02_22.txt,,,7,1
2005-01-06,2,0,0,unknown,undated,jbosnu/2005_01/2005_01_06-02_22.txt,,,2,1
2005-01-07,2,0,0,unknown,undated,jbosnu/2005_01/2005_01_07-02_22.txt,,,2,1
2005-01-08,2,0,0,unknown,undated,jbosnu/2005_01/2005_01_08-02_22.txt,,,2,1
2005-01-09,4,0,0,unknown,undated,jbosnu/2005_01/2005_01_09-02_23.txt,,,4,1
2005-01-10,3,0,0,unknown,undated,jbosnu/2005_01/2005_01_10-02_22.txt,,,3,1
2005-01-11,7,0,0,unknown,undated,jbosnu/2005_01/2005_01_11-02_22.txt,,,7,1
2005-01-12,4,0,0,unknown,undated,jbosnu/2005_01/2005_01_12-02_21.txt,,,4,1
