table,row_id,status,fields
definitions,16132,different,notes;time
definitions,16192,different,definition;notes;time
definitions,16198,different,notes;time
definitions,16200,different,notes;time
definitions,16289,different,notes;time
definitions,16345,different,time
definitions,16374,different,notes;time
definitions,16387,different,definition;time
definitions,16413,different,notes;time
definitions,16452,different,notes;time
definitions,16471,different,notes;time
definitions,16876,different,definition;notes;time
definitions,16908,different,notes;time
definitions,16923,different,definition;notes;time
definitions,16950,different,notes;time
definitions,17046,different,definition;time
definitions,17094,different,notes;time
definitions,17154,different,notes;time
definitions,17161,different,notes;time
definitions,17226,different,notes;time
definitions,17303,different,notes;time
definitions,17393,different,notes;time
definitions,17413,different,notes;time
definitions,17444,different,time
definitions,17448,different,notes;time
definitions,17489,different,notes;time
definitions,17506,different,notes;time
definitions,17575,different,notes;time
definitions,17591,different,notes;time
definitions,17592,different,notes;time
definitions,17593,different,notes;time
definitions,17595,different,notes;time
definitions,17616,different,notes;time
definitions,17652,different,notes;time
definitions,17780,different,notes;time
definitions,17823,different,notes;time
definitions,17882,different,definition;time
definitions,17898,different,notes;time
definitions,17953,different,notes;time
definitions,17979,different,notes;time
definitions,17980,different,notes;time
definitions,18224,different,definition;time
definitions,18229,different,time;jargon
definitions,18265,different,notes;time
definitions,18320,different,time
definitions,18414,different,notes;time
definitions,18505,different,notes;time
definitions,18539,different,notes;time
definitions,18560,different,time
definitions,18569,different,notes;time
definitions,18614,different,notes;time
definitions,18618,different,notes;time
definitions,18619,different,notes;time
definitions,18630,different,notes;time
definitions,18709,different,definition;time
definitions,18751,different,time
definitions,18931,different,notes;time
definitions,18946,different,notes;time
definitions,18968,different,notes;time
definitions,18979,different,notes;time
definitions,19059,different,notes;time
definitions,19066,different,definition;time
definitions,19602,different,notes
definitions,19863,different,notes;time
definitions,20283,different,definition;notes;time
definitions,20302,different,notes;time
definitions,20377,different,definition;notes;time
definitions,20459,different,notes;time
definitions,20472,different,notes;time
definitions,20551,different,notes;time
definitions,20651,different,time
definitions,20654,different,notes;time
definitions,20699,different,notes;time
definitions,20711,different,notes;time
definitions,2461,different,notes;time
definitions,2475,different,notes;time
definitions,2855,different,notes
definitions,2917,different,definition;notes;time
definitions,2948,different,definition;time
definitions,2953,different,notes
definitions,2966,different,notes
definitions,3000,different,definition;time
definitions,3040,different,definition;time
definitions,3078,different,definition;notes;time
definitions,3082,different,definition;notes;time
definitions,3105,different,definition;time
definitions,3155,different,definition;time
definitions,3203,different,definition;time
definitions,3205,different,definition;time
definitions,3213,different,definition;notes;time
definitions,32258,different,notes;time
definitions,32345,different,definition;time
definitions,32346,different,definition;time
definitions,32364,different,notes;time
definitions,3382,different,definition;time
definitions,33969,different,definition;time
definitions,3404,different,notes;time
definitions,34076,different,definition;time
definitions,34133,different,definition;time
definitions,34434,different,definition;time
definitions,34471,different,definition;time
definitions,34515,different,definition;time
definitions,3455,different,definition;time
definitions,3458,different,definition;time
definitions,3465,different,definition;time
definitions,34655,different,definition;time
definitions,34671,different,definition;time
definitions,34714,different,definition;time
definitions,35255,different,notes;time
definitions,35291,different,time
definitions,3542,different,definition;notes;time
definitions,3543,different,definition
definitions,3557,different,definition;notes;time
definitions,3558,different,definition;notes;time
definitions,3581,different,definition;time
definitions,35983,different,notes
definitions,3616,different,definition;notes;time
definitions,36535,different,definition;time
definitions,36701,different,time
definitions,36741,different,notes;time
definitions,36742,different,notes;time
definitions,3687,different,definition;notes;time
definitions,36949,different,definition;time
definitions,38002,different,definition;notes;time
definitions,38159,different,time
definitions,38191,different,notes;time
definitions,38212,different,notes;time
definitions,38237,different,notes;time
definitions,3833,different,definition;time
definitions,38425,different,notes;time
definitions,38542,different,notes;time
definitions,38544,different,notes;time
definitions,38624,different,notes;time
definitions,38627,different,definition;time
definitions,38921,different,notes;time
definitions,38932,different,definition;notes;time
definitions,38972,different,notes;time
definitions,39084,different,notes;time
definitions,39199,different,notes;time
definitions,39220,different,notes;time
definitions,3943,different,definition;notes;time
definitions,39867,different,time
definitions,4029,different,definition;notes;time
definitions,4059,different,definition;notes;time
definitions,4070,different,time
definitions,41414,different,notes;time
definitions,41428,different,notes;time
definitions,41526,different,notes;time
definitions,4154,different,definition;notes;time
definitions,41626,different,notes;time
definitions,41703,different,notes;time
definitions,41705,different,notes;time
definitions,41707,different,notes;time
definitions,41708,different,notes;time
definitions,41714,different,notes;time
definitions,41879,different,notes;time
definitions,41986,different,definition;notes;time
definitions,42236,different,notes;time
definitions,42242,different,notes;time
definitions,42245,different,notes;time
definitions,42248,different,notes;time
definitions,42251,different,notes;time
definitions,42254,different,notes;time
definitions,42291,different,definition;notes;time
definitions,42325,different,notes;time
definitions,42358,different,notes;time
definitions,42371,different,notes;time
definitions,42436,different,notes;time
definitions,44089,different,notes;time
definitions,44379,different,time
definitions,4466,different,definition;time
definitions,52176,different,definition;notes;time
definitions,52713,different,notes;time
definitions,52722,different,notes;time
definitions,52723,different,notes;time
definitions,52737,different,time
definitions,52753,different,time
definitions,52900,different,notes;time
definitions,52914,different,notes;time
definitions,53076,different,definition;notes;time
definitions,53083,different,definition;notes;time
definitions,53085,different,notes;time
definitions,53154,different,notes;time
definitions,53155,different,notes;time
definitions,53186,different,notes;time
definitions,53249,different,definition;time
definitions,54002,different,time
definitions,54075,different,notes;time
definitions,55465,different,time
definitions,56027,different,notes;time
definitions,56447,different,notes
definitions,56502,different,definition;notes;time
definitions,56548,different,notes;time
definitions,56714,different,notes;time
definitions,56773,different,time
definitions,56802,different,notes;time
definitions,56818,different,notes;time
definitions,56846,different,time
definitions,56881,different,notes;time
definitions,56888,different,notes;time
definitions,56942,different,notes;time
definitions,56943,different,notes;time
definitions,56949,different,notes;time
definitions,56954,different,notes;time
definitions,56986,different,definition;notes;time
definitions,56987,different,definition;notes;time
definitions,57018,different,notes;time
definitions,57047,different,definition;time
definitions,57048,different,notes;time
definitions,57072,different,notes;time
definitions,57083,different,definition;notes;time
definitions,57100,different,notes;time
definitions,57229,different,notes;time
definitions,57348,different,notes;time
definitions,57530,different,notes;time
definitions,57540,different,notes;time
definitions,60437,different,notes;time
definitions,60470,different,notes;time
definitions,60486,different,notes;time
definitions,60531,different,definition;notes;time
definitions,60544,different,notes;time
definitions,60545,different,notes;time
definitions,60546,different,notes;time
definitions,63483,different,definition;notes;time
definitions,63664,different,notes;time
definitions,63674,different,notes;time
definitions,63726,different,time
definitions,63848,different,definition;notes;time
definitions,63928,different,notes;time
definitions,64,different,notes
definitions,64173,different,notes;time
definitions,64273,different,definition;notes;time
definitions,64274,different,definition;notes;time
definitions,64276,different,definition;notes;time
definitions,64283,different,notes;time
definitions,64413,different,notes;time
definitions,64424,different,definition;time
definitions,64430,different,notes;time
definitions,64462,different,notes;time
definitions,64463,different,notes;time;selmaho
definitions,64464,different,notes;time;selmaho
definitions,64530,different,definition;notes;time
definitions,64531,different,definition;notes;time
definitions,64532,different,definition;notes;time
definitions,64533,different,definition;notes;time
definitions,64546,different,notes;time
definitions,64568,different,definition;notes;time
definitions,64631,different,notes;time;selmaho
definitions,64633,different,definition;time
definitions,64656,different,notes;time
definitions,64758,different,notes;time
definitions,64792,different,definition;time
definitions,65059,different,definition;time
definitions,65076,different,definition;notes;time
definitions,65077,different,definition;time
definitions,65088,different,definition;notes;time
definitions,65126,different,definition;notes;time
definitions,65127,different,definition;notes;time
definitions,65246,different,notes;time
definitions,65430,different,definition;notes;time
definitions,65533,different,notes;time
definitions,65733,different,notes;time
definitions,65803,different,notes;time
definitions,65844,different,notes;time
definitions,65883,different,definition;notes;time
definitions,65884,different,notes;time
definitions,65910,different,notes;time
definitions,65972,different,notes;time
definitions,66020,different,notes;time
definitions,66044,different,notes;time
definitions,66127,different,notes;time
definitions,66136,different,definition;notes;time
definitions,66143,different,notes;time
definitions,66166,different,time
definitions,66167,different,time
definitions,66491,different,notes;time
definitions,66503,different,notes;time
definitions,66608,different,time
definitions,66617,different,notes;time
definitions,66712,different,notes;time
definitions,66781,different,notes
definitions,66848,different,notes;time
definitions,66912,different,time
definitions,66923,different,notes;time
definitions,66946,different,notes;time
definitions,66947,different,notes;time
definitions,67051,different,time
definitions,67056,different,notes;time
definitions,67069,different,notes;time
definitions,67076,different,notes;time
definitions,67108,different,notes;time
definitions,67217,different,notes;time
definitions,67258,different,notes;time
definitions,67292,different,notes;time
definitions,67305,different,notes;time
definitions,67311,different,time
definitions,67340,different,notes;time
definitions,67369,different,notes;time
definitions,67512,different,notes;time
definitions,67521,different,notes;time
definitions,67596,different,notes;time
definitions,67673,different,definition;time
definitions,67706,different,notes;time
definitions,67709,different,notes;time
definitions,67717,different,notes;time
definitions,67748,different,notes;time
definitions,67783,different,notes;time
definitions,67875,different,notes;time
definitions,67902,different,definition;time
definitions,67928,different,definition;time
definitions,68020,different,notes;time
definitions,68030,different,definition;time
definitions,68053,different,definition;time
definitions,68054,different,definition;time
definitions,68102,different,notes;time
definitions,68153,different,notes;time
definitions,68231,different,definition;notes;time
definitions,68273,different,notes;time
definitions,68295,different,notes;time
definitions,68304,different,definition;time
definitions,68497,different,notes
definitions,68499,different,definition;notes;time
definitions,68535,different,notes;time
definitions,68637,different,notes;time
definitions,68661,different,notes;time
definitions,68697,different,notes;time
definitions,68738,different,notes;time
definitions,68742,different,notes;time
definitions,68773,different,notes;time
definitions,68790,different,time
definitions,68808,different,definition;notes;time
definitions,68927,different,definition;time
definitions,69054,different,notes;time
definitions,69196,different,notes;time
definitions,69336,different,definition;time
definitions,69347,different,notes;time
definitions,69379,different,notes;time
definitions,69381,different,definition;time
definitions,69481,different,definition;time
definitions,69493,different,notes;time
definitions,69606,different,definition;notes;time
definitions,69630,different,notes;time
definitions,69633,different,notes;time
definitions,69667,different,definition;notes;time
definitions,69798,different,notes;time
definitions,69862,different,notes;time
definitions,69863,different,notes;time
definitions,69864,different,notes;time
definitions,69865,different,notes;time
definitions,69866,different,notes;time
definitions,69867,different,notes;time
definitions,69880,different,notes;time
definitions,69908,different,notes;time
definitions,69909,different,notes;time
definitions,69910,different,notes;time
definitions,69911,different,notes;time
definitions,69912,different,notes;time
definitions,69913,different,notes;time
definitions,69914,different,notes;time
definitions,69915,different,notes;time
definitions,69916,different,notes;time
definitions,69917,different,notes;time
definitions,69918,different,notes;time
definitions,69919,different,notes;time
definitions,69920,different,definition;notes;time
definitions,69921,different,notes;time
definitions,69922,different,notes;time
definitions,69923,different,notes;time
definitions,69924,different,notes;time
definitions,69925,different,notes;time
definitions,69926,different,notes;time
definitions,69927,different,notes;time
definitions,69932,different,notes;time
definitions,69933,different,notes;time
definitions,69934,different,notes;time
definitions,69935,different,notes;time
definitions,69936,different,notes;time
definitions,69937,different,notes;time
definitions,69938,different,notes;time
definitions,69939,different,notes;time
definitions,69940,different,notes;time
definitions,69941,different,notes;time
definitions,69942,different,notes;time
definitions,69943,different,notes;time
definitions,69944,different,notes;time
definitions,69945,different,notes;time
definitions,69946,different,notes;time
definitions,69947,different,notes;time
definitions,69948,different,notes;time
definitions,69950,different,notes;time
definitions,69951,different,notes;time
definitions,69952,different,notes;time
definitions,69953,different,notes;time
definitions,69954,different,notes;time
definitions,69959,different,notes;time
definitions,69960,different,notes;time
definitions,69961,different,notes;time
definitions,69962,different,notes;time
definitions,69963,different,notes;time
definitions,69964,different,notes;time
definitions,69965,different,notes;time
definitions,69966,different,notes;time
definitions,69967,different,notes;time
definitions,69968,different,notes;time
definitions,69969,different,notes;time
definitions,69970,different,notes;time
definitions,69971,different,notes;time
definitions,69972,different,notes;time
definitions,69973,different,notes;time
definitions,69974,different,notes;time
definitions,69975,different,notes;time
definitions,69976,different,notes;time
definitions,69977,different,notes;time
definitions,69978,different,notes;time
definitions,69979,different,notes;time
definitions,69980,different,notes;time
definitions,69981,different,notes;time
definitions,69982,different,notes;time
definitions,69983,different,notes;time
definitions,69984,different,notes;time
definitions,69985,different,notes;time
definitions,69986,different,notes;time
definitions,70107,different,notes;time
definitions,70140,different,notes;time
definitions,70156,different,notes;time
definitions,70172,different,notes;time
definitions,70178,different,notes;time
definitions,70195,different,notes;time
definitions,70200,different,notes;time
definitions,70292,different,notes;time
definitions,70321,different,notes;time
definitions,70337,different,notes;time
definitions,70413,different,notes;time
definitions,70476,different,notes;time
definitions,70496,different,notes;time
definitions,70505,different,definition;notes;time
definitions,70673,different,notes;time
definitions,70822,different,notes;time
definitions,70857,different,notes;time
definitions,70866,different,notes;time
definitions,70894,different,notes;time
definitions,70895,different,notes;time
definitions,70897,different,notes;time
definitions,70914,different,notes;time
definitions,70917,different,notes;time
definitions,70958,different,notes;time
definitions,71013,different,notes;time
definitions,71161,different,notes;time
definitions,71165,different,notes;time
definitions,71409,different,definition;notes;time
definitions,71441,different,notes;time
definitions,71611,different,notes;time
definitions,71672,different,definition;notes;time
definitions,71735,different,notes;time
definitions,71743,different,definition;time
definitions,71756,different,notes;time
definitions,71766,different,notes;time
definitions,71874,different,notes;time
definitions,71937,different,notes;time
definitions,71943,different,notes;time
definitions,71956,different,notes;time
definitions,71962,different,definition;time
definitions,71963,different,definition;time
definitions,71964,different,definition;time
definitions,71965,different,definition;time
definitions,71966,different,definition;time
definitions,72027,different,notes;time
definitions,72120,different,notes;time
definitions,72147,different,notes;time
definitions,72150,different,definition;notes;time
definitions,72154,different,definition;time
definitions,72225,different,time
definitions,72226,different,time
definitions,72240,only-jbovlaste,
definitions,72255,different,definition;notes;time
definitions,72256,different,definition;time
definitions,72305,different,definition;time
definitions,72374,different,notes;time
definitions,72457,different,notes;time
definitions,72460,different,definition;notes;time
definitions,72500,different,time
definitions,72556,different,definition;notes;time
definitions,72562,different,notes;time
definitions,72629,different,notes;time
definitions,72662,different,time
definitions,72667,different,time
definitions,72678,different,notes;time
definitions,72679,different,definition;time
definitions,72680,different,time
definitions,72681,different,time
definitions,72688,different,time
definitions,72689,different,notes;time
definitions,72717,different,time
definitions,72798,different,notes;time
definitions,72860,different,notes;time
definitions,72861,different,time
definitions,72895,different,notes;time
definitions,72943,different,time
definitions,72947,different,time
definitions,73063,only-jbovlaste,
definitions,73064,only-jbovlaste,
definitions,73065,only-jbovlaste,
definitions,73066,only-jbovlaste,
definitions,73067,only-jbovlaste,
definitions,73068,only-jbovlaste,
definitions,73069,only-jbovlaste,
definitions,73081,only-jbovlaste,
definitions,73082,only-jbovlaste,
definitions,73083,only-jbovlaste,
definitions,73085,only-jbovlaste,
definitions,73086,only-jbovlaste,
definitions,73088,only-jbovlaste,
definitions,73089,only-jbovlaste,
definitions,73090,only-jbovlaste,
definitions,73091,only-jbovlaste,
definitions,73093,only-jbovlaste,
definitions,73094,only-jbovlaste,
definitions,73095,only-jbovlaste,
definitions,73097,only-jbovlaste,
definitions,73098,only-jbovlaste,
definitions,73103,only-jbovlaste,
definitions,73179,different,definition;notes;time
definitions,73182,different,notes;time
definitions,73188,different,notes;time
definitions,73229,different,notes;time
definitions,73249,different,notes;time
definitions,73251,different,notes
definitions,73328,different,notes;time
definitions,73331,only-jbovlaste,
definitions,73446,different,notes;time
definitions,73504,different,notes;time
definitions,73532,different,definition;notes;time
definitions,73587,different,time
definitions,73599,different,time
definitions,73600,different,definition;time
definitions,73609,different,notes;time
definitions,73610,different,notes;time
definitions,73647,different,notes;time
definitions,73695,different,notes;time
definitions,73711,different,time
definitions,73715,different,time
definitions,73719,different,time
definitions,73738,different,time
definitions,73748,different,time
definitions,73764,different,time
definitions,73769,different,notes;time
definitions,73777,different,time
definitions,73778,different,time
definitions,73781,different,time
definitions,73782,different,time
definitions,73784,different,notes;time
definitions,73785,different,definition;notes;time
definitions,73792,different,time
definitions,73826,different,time
definitions,73827,different,time
definitions,73895,different,definition;notes;time
definitions,73896,different,notes;time
definitions,73898,different,notes;time
definitions,73907,different,notes;time
definitions,73908,different,notes;time
definitions,73910,different,notes;time
definitions,73912,different,notes;time;selmaho
definitions,73917,different,notes;time
definitions,73932,different,definition;time
definitions,73952,different,definition;notes;time
definitions,73965,different,definition;time
definitions,73977,different,definition;notes;time
definitions,73978,different,definition;time
definitions,73979,different,notes;time
definitions,73980,different,definition;notes;time
definitions,74023,different,notes;time
definitions,74024,different,definition;time
definitions,74026,different,notes;time
definitions,74040,different,notes;time
definitions,74059,different,notes;time
definitions,74060,different,time
definitions,74061,different,notes;time
definitions,74079,different,notes;time
definitions,74091,different,time
definitions,74093,different,notes;time
definitions,74094,different,notes;time
definitions,74108,different,time
definitions,74109,different,notes;time
definitions,74146,different,notes;time
definitions,74160,different,notes;time
definitions,74164,different,notes;time
definitions,74168,different,notes;time;selmaho
definitions,74169,different,time
definitions,74174,different,time
definitions,74177,different,notes;time
definitions,74178,different,notes;time
definitions,74179,different,notes;time
definitions,74181,different,notes;time
definitions,74182,different,notes;time
definitions,74183,different,notes;time
definitions,74184,different,definition;notes;time
definitions,74185,different,notes;time
definitions,74186,different,notes;time
definitions,74187,different,definition;notes;time
definitions,74188,different,notes;time
definitions,74189,different,notes;time
definitions,74191,different,notes;time
definitions,74197,different,notes;time
definitions,74204,different,notes;time
definitions,74205,different,notes;time
definitions,74206,different,notes;time
definitions,74207,different,time
definitions,74220,different,notes;time
definitions,74245,different,notes;time
definitions,74251,different,notes;time
definitions,74270,different,notes;time
definitions,74287,different,notes;time
definitions,74317,different,notes;time
definitions,74336,different,notes;time
definitions,74343,different,notes;time
definitions,74355,different,notes;time
definitions,74357,different,time
definitions,74358,different,notes;time
definitions,74363,different,notes;time
definitions,74365,different,time
definitions,74412,different,definition;notes;time
definitions,74417,different,notes;time
definitions,74418,different,notes;time
definitions,74419,different,notes;time
definitions,74420,different,definition;notes;time
definitions,74421,different,definition;notes;time
definitions,74422,different,notes;time
definitions,74423,different,notes;time
definitions,74427,different,notes;time
definitions,74431,different,notes;time
definitions,74432,different,notes;time
definitions,74442,different,time
definitions,74443,different,notes;time
definitions,74461,different,notes;time
definitions,74462,different,notes;time
definitions,74463,different,notes;time
definitions,74464,different,definition
definitions,74467,different,definition
definitions,74477,different,time
definitions,74478,different,definition;notes;time
definitions,74479,different,notes;time;selmaho
definitions,8211,different,definition;notes;time
definitions,8335,different,definition;time
definitions,8349,different,definition;notes;time
definitions,8357,different,definition;notes;time
definitions,8362,different,definition;notes;time
definitions,8393,different,definition;notes;time
definitions,8433,different,definition;notes;time
definitions,8632,different,definition;notes;time
definitions,8634,different,definition;notes;time
definitions,8687,different,definition;notes;time
definitions,8688,different,definition;notes;time
definitions,8717,different,notes;time
definitions,8766,different,definition;notes;time
definitions,8787,different,definition;notes;time
definitions,8850,different,definition;notes;time
definitions,8851,different,definition;notes;time
definitions,8854,different,definition;notes;time
definitions,8938,different,definition;notes;time
definitions,8990,different,definition;notes;time
definitions,9054,different,definition;notes;time
definitions,9157,different,definition;time
definitions,9249,different,definition;notes;time
definitions,9343,different,definition;notes;time
definitions,9348,different,definition;time
definitions,9349,different,definition;notes;time
definitions,9350,different,definition;time
definitions,9388,different,definition;time
definitions,9389,different,definition;notes;time
definitions,9425,different,definition;time
definitions,9434,different,definition;time
definitions,9456,different,definition;notes;time
definitions,9505,different,definition;notes;time
definitions,9519,different,definition;notes;time
definitions,9588,different,definition;time
definitions,9611,different,definition;notes;time
definitions,9684,different,notes;time
definitions,9694,different,definition;notes;time
definitions,9759,different,definition;notes;time
definitions,9872,different,definition;notes;time
definitions,9874,different,time
definitions,9927,different,definition;notes;time
keywordmapping,10807;10728;0,only-jbovlaste,
keywordmapping,13203;13116;0,only-jbovlaste,
keywordmapping,13203;18320;0,only-jbovlaste,
keywordmapping,15567;71937;3,only-jbovlaste,
keywordmapping,16379;73067;0,only-jbovlaste,
keywordmapping,16379;73068;0,only-jbovlaste,
keywordmapping,16379;73069;0,only-jbovlaste,
keywordmapping,19418;17489;0,only-jbovlaste,
keywordmapping,19642;72688;2,only-jbovlaste,
keywordmapping,22109;74040;5,only-jbovlaste,
keywordmapping,25211;20283;0,only-jbovlaste,
keywordmapping,25663;20651;0,only-jbovlaste,
keywordmapping,25748;20699;0,only-jbovlaste,
keywordmapping,620;10814;0,only-jbovlaste,
keywordmapping,67853;67311;2,only-jbovlaste,
keywordmapping,68585;71937;0,only-jbovlaste,
keywordmapping,70478;70200;0,only-jbovlaste,
keywordmapping,72588;71735;0,only-jbovlaste,
keywordmapping,73230;72500;0,only-jbovlaste,
keywordmapping,73279;72562;0,only-jbovlaste,
keywordmapping,73672;72943;0,only-jbovlaste,
keywordmapping,73673;72943;0,only-jbovlaste,
keywordmapping,73674;72943;0,only-jbovlaste,
keywordmapping,73915;73088;0,only-jbovlaste,
keywordmapping,73915;73089;0,only-jbovlaste,
keywordmapping,73916;73090;0,only-jbovlaste,
keywordmapping,73917;73093;0,only-jbovlaste,
keywordmapping,73918;73094;0,only-jbovlaste,
keywordmapping,73918;73095;0,only-jbovlaste,
keywordmapping,73918;73097;0,only-jbovlaste,
keywordmapping,73919;73103;0,only-jbovlaste,
keywordmapping,73920;73103;0,only-jbovlaste,
keywordmapping,74951;73908;0,only-jbovlaste,
keywordmapping,74979;73932;2,only-jbovlaste,
keywordmapping,74980;73932;4,only-jbovlaste,
keywordmapping,75012;73952;0,only-jbovlaste,
keywordmapping,75013;73952;0,only-jbovlaste,
keywordmapping,75119;74040;7,only-jbovlaste,
keywordmapping,8919;13116;0,only-jbovlaste,
keywordmapping,8919;18320;0,only-jbovlaste,
keywordmapping,9598;9519;0,only-jbovlaste,
languages,57,different,realname
natlangwords,12570,only-jbovlaste,
natlangwords,16414,only-jbovlaste,
natlangwords,17124,only-jbovlaste,
natlangwords,44349,only-jbovlaste,
natlangwords,44350,only-jbovlaste,
natlangwords,44397,only-jbovlaste,
natlangwords,44398,only-jbovlaste,
natlangwords,44564,only-jbovlaste,
natlangwords,46013,only-jbovlaste,
natlangwords,46014,only-jbovlaste,
natlangwords,46015,only-jbovlaste,
natlangwords,46038,only-jbovlaste,
natlangwords,46124,only-jbovlaste,
natlangwords,46125,only-jbovlaste,
natlangwords,46126,only-jbovlaste,
natlangwords,46127,only-jbovlaste,
natlangwords,46128,only-jbovlaste,
natlangwords,46558,only-jbovlaste,
natlangwords,46791,only-jbovlaste,
natlangwords,46863,only-jbovlaste,
natlangwords,47536,only-jbovlaste,
natlangwords,47644,only-jbovlaste,
natlangwords,47645,only-jbovlaste,
natlangwords,47646,only-jbovlaste,
natlangwords,47647,only-jbovlaste,
natlangwords,47840,only-jbovlaste,
natlangwords,47842,only-jbovlaste,
natlangwords,49482,only-jbovlaste,
natlangwords,49483,only-jbovlaste,
natlangwords,49484,only-jbovlaste,
natlangwords,49485,only-jbovlaste,
natlangwords,49486,only-jbovlaste,
natlangwords,49487,only-jbovlaste,
natlangwords,49514,only-jbovlaste,
natlangwords,49516,only-jbovlaste,
natlangwords,49557,only-jbovlaste,
natlangwords,57846,only-jbovlaste,
natlangwords,57847,only-jbovlaste,
natlangwords,57851,only-jbovlaste,
natlangwords,57852,only-jbovlaste,
natlangwords,57951,only-jbovlaste,
natlangwords,57952,only-jbovlaste,
natlangwords,57953,only-jbovlaste,
natlangwords,57954,only-jbovlaste,
natlangwords,57955,only-jbovlaste,
natlangwords,57956,only-jbovlaste,
natlangwords,57957,only-jbovlaste,
natlangwords,57958,only-jbovlaste,
natlangwords,57976,only-jbovlaste,
natlangwords,57977,only-jbovlaste,
natlangwords,58144,only-jbovlaste,
natlangwords,58146,only-jbovlaste,
natlangwords,58147,only-jbovlaste,
natlangwords,58148,only-jbovlaste,
natlangwords,58149,only-jbovlaste,
natlangwords,58220,only-jbovlaste,
natlangwords,58221,only-jbovlaste,
natlangwords,58222,only-jbovlaste,
natlangwords,58223,only-jbovlaste,
natlangwords,62431,only-jbovlaste,
natlangwords,62533,only-jbovlaste,
natlangwords,62536,only-jbovlaste,
natlangwords,62837,only-jbovlaste,
natlangwords,63561,only-jbovlaste,
natlangwords,63571,only-jbovlaste,
natlangwords,63835,only-jbovlaste,
natlangwords,64941,only-jbovlaste,
natlangwords,64952,only-jbovlaste,
natlangwords,65202,only-jbovlaste,
natlangwords,65203,only-jbovlaste,
natlangwords,65204,only-jbovlaste,
natlangwords,65205,only-jbovlaste,
