list,key,message_id,winner,winner_manifestation,loser,loser_manifestation
lojban-list,fallback:e6ed650bb88dcfcd4441f5a6bf5f56ac66f309f43fbdddecd3dc68101edbc151,5fa40569459dbfbf42e897119627800fd39c6d86@jbomohi.invalid,https://www.lojban.org/files/lojban-list/lojban-9612.gz#107,files-mbox,https://www.lojban.org/files/lojban-list/lojban-9612.gz#108,files-mbox
lojban-list,fallback:e6ed650bb88dcfcd4441f5a6bf5f56ac66f309f43fbdddecd3dc68101edbc151,5fa40569459dbfbf42e897119627800fd39c6d86@jbomohi.invalid,https://www.lojban.org/files/lojban-list/lojban-9612.gz#107,files-mbox,https://www.lojban.org/files/lojban-list/lojban-9612.gz#109,files-mbox
lojban-list,fallback:e6ed650bb88dcfcd4441f5a6bf5f56ac66f309f43fbdddecd3dc68101edbc151,5fa40569459dbfbf42e897119627800fd39c6d86@jbomohi.invalid,https://www.lojban.org/files/lojban-list/lojban-9612.gz#107,files-mbox,https://www.lojban.org/files/lojban-list/lojban-9612.gz#110,files-mbox
lojban-list,fallback:edb4ebefbba9991dfaece950a26241fc743ad80bfd68228f7fea11209b4689fb,1c5a0bb7b926d1cc25e372a3ac058d082d2bdebd@jbomohi.invalid,https://www.lojban.org/files/lojban-list/lojban-9512.gz#16,files-mbox,https://www.lojban.org/files/lojban-list/lojban-9512.gz#17,files-mbox
lojban-list,fallback:fdbdc307efbd94e6e1bf3b6e41c868fa0c4ec0a9623288c46265cf347f2d4481,6d3c3e224bf9739ff19be3672848437e769b7ca5@jbomohi.invalid,https://www.lojban.org/files/lojban-list/lojban-9512.gz#419,files-mbox,https://www.lojban.org/files/lojban-list/lojban-9512.gz#420,files-mbox
lojban-list,"id:""910305112129 71750.2413 ehe26-2""@compuserve.com","""910305112129 71750.2413 ehe26-2""@compuserve.com","maildir-zip/lojban-list/cur/1721704442.3772823_63.lebna:2,S",lists-plain,https://www.lojban.org/files/lojban-list/lojban-9103.gz#13,files-mbox
lojban-list,"id:""910305112129 71750.2413 ehe26-2""@compuserve.com","""910305112129 71750.2413 ehe26-2""@compuserve.com","maildir-zip/lojban-list/cur/1721704442.3772823_63.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704442.3772823_65.lebna:2,S",lists-plain
lojban-list,"id:""910415212603 71750.2413 ehe65-3""@compuserve.com","""910415212603 71750.2413 ehe65-3""@compuserve.com","maildir-zip/lojban-list/cur/1721704443.3772855_121.lebna:2,S",lists-plain,https://www.lojban.org/files/lojban-list/lojban-9104.gz#25,files-mbox
lojban-list,"id:""910415212603 71750.2413 ehe65-3""@compuserve.com","""910415212603 71750.2413 ehe65-3""@compuserve.com","maildir-zip/lojban-list/cur/1721704443.3772855_121.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704443.3772855_123.lebna:2,S",lists-plain
lojban-list,"id:""swan.cl.ca.033:02.04.91.11.12.21""@cl.cam.ac.uk","""swan.cl.ca.033:02.04.91.11.12.21""@cl.cam.ac.uk","maildir-zip/lojban-list/cur/1721704444.3772894_89.lebna:2,S",lists-plain,https://www.lojban.org/files/lojban-list/lojban-9105.gz#16,files-mbox
lojban-list,"id:""swan.cl.ca.033:02.04.91.11.12.21""@cl.cam.ac.uk","""swan.cl.ca.033:02.04.91.11.12.21""@cl.cam.ac.uk","maildir-zip/lojban-list/cur/1721704444.3772894_89.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704444.3772894_91.lebna:2,S",lists-plain
lojban-list,"id:""swan.cl.ca.187:25.03.91.09.23.53""@cl.cam.ac.uk","""swan.cl.ca.187:25.03.91.09.23.53""@cl.cam.ac.uk","maildir-zip/lojban-list/cur/1721704444.3772855_317.lebna:2,S",lists-plain,https://www.lojban.org/files/lojban-list/lojban-9104.gz#74,files-mbox
lojban-list,"id:""swan.cl.ca.187:25.03.91.09.23.53""@cl.cam.ac.uk","""swan.cl.ca.187:25.03.91.09.23.53""@cl.cam.ac.uk","maildir-zip/lojban-list/cur/1721704444.3772855_317.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704444.3772855_319.lebna:2,S",lists-plain
lojban-list,"id:""swan.cl.ca.227:29.03.91.10.13.42""@cl.cam.ac.uk","""swan.cl.ca.227:29.03.91.10.13.42""@cl.cam.ac.uk","maildir-zip/lojban-list/cur/1721704444.3772855_365.lebna:2,S",lists-plain,https://www.lojban.org/files/lojban-list/lojban-9104.gz#86,files-mbox
lojban-list,"id:""swan.cl.ca.227:29.03.91.10.13.42""@cl.cam.ac.uk","""swan.cl.ca.227:29.03.91.10.13.42""@cl.cam.ac.uk","maildir-zip/lojban-list/cur/1721704444.3772855_365.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704444.3772855_367.lebna:2,S",lists-plain
lojban-list,"id:""swan.cl.ca.769:02.06.91.10.16.57""@cl.cam.ac.uk","""swan.cl.ca.769:02.06.91.10.16.57""@cl.cam.ac.uk","maildir-zip/lojban-list/cur/1721704448.3773523_91.lebna:2,S",lists-plain,https://www.lojban.org/files/lojban-list/lojban-9107.gz#9,files-mbox
lojban-list,"id:""swan.cl.ca.769:02.06.91.10.16.57""@cl.cam.ac.uk","""swan.cl.ca.769:02.06.91.10.16.57""@cl.cam.ac.uk","maildir-zip/lojban-list/cur/1721704448.3773523_91.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704448.3773523_93.lebna:2,S",lists-plain
lojban-list,"id:""swan.cl.ca.953:30.03.91.10.17.11""@cl.cam.ac.uk","""swan.cl.ca.953:30.03.91.10.17.11""@cl.cam.ac.uk","maildir-zip/lojban-list/cur/1721704444.3772855_399.lebna:2,S",lists-plain,https://www.lojban.org/files/lojban-list/lojban-9104.gz#94,files-mbox
lojban-list,"id:""swan.cl.ca.953:30.03.91.10.17.11""@cl.cam.ac.uk","""swan.cl.ca.953:30.03.91.10.17.11""@cl.cam.ac.uk","maildir-zip/lojban-list/cur/1721704444.3772855_399.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704444.3772855_401.lebna:2,S",lists-plain
lojban-list,id:-4-j3dtda8h.a.ijf.fu0klb@chain.digitalkingdom.org,-4-j3dtda8h.a.ijf.fu0klb@chain.digitalkingdom.org,"maildir-zip/lojban-list/cur/1721704555.3774424_73.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704555.3774424_75.lebna:2,S",lists-plain
lojban-list,id:-6thdwbkobl.a.bjb.y30klb@chain.digitalkingdom.org,-6thdwbkobl.a.bjb.y30klb@chain.digitalkingdom.org,"maildir-zip/lojban-list/cur/1721704592.3774454_75.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704592.3774454_73.lebna:2,S",lists-plain
lojban-list,id:-7t6uee78tf.a.edb.440klb@chain.digitalkingdom.org,-7t6uee78tf.a.edb.440klb@chain.digitalkingdom.org,"maildir-zip/lojban-list/cur/1721704597.3774461_371.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704597.3774461_377.lebna:2,S",lists-plain
lojban-list,id:-a4dthzwg1b.a.39g.5w0klb@chain.digitalkingdom.org,-a4dthzwg1b.a.39g.5w0klb@chain.digitalkingdom.org,"maildir-zip/lojban-list/cur/1721704602.3774466_275.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704602.3774466_277.lebna:2,S",lists-plain
lojban-list,id:-fduihlw3pl.a.aj.510klb@chain.digitalkingdom.org,-fduihlw3pl.a.aj.510klb@chain.digitalkingdom.org,"maildir-zip/lojban-list/cur/1721704611.3774472_1381.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704611.3774472_1385.lebna:2,S",lists-plain
lojban-list,id:-kfgaviugkc.a.-cf.hu0klb@chain.digitalkingdom.org,-kfgaviugkc.a.-cf.hu0klb@chain.digitalkingdom.org,"maildir-zip/lojban-list/cur/1721704560.3774424_1599.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704560.3774424_1607.lebna:2,S",lists-plain
lojban-list,id:-kivp2jj33p.a.tjf.fu0klb@chain.digitalkingdom.org,-kivp2jj33p.a.tjf.fu0klb@chain.digitalkingdom.org,"maildir-zip/lojban-list/cur/1721704567.3774424_3897.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704567.3774424_3905.lebna:2,S",lists-plain
lojban-list,id:-kmx3xogh0o.a.nhf.lu0klb@chain.digitalkingdom.org,-kmx3xogh0o.a.nhf.lu0klb@chain.digitalkingdom.org,"maildir-zip/lojban-list/cur/1721704566.3774424_3487.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704566.3774424_3489.lebna:2,S",lists-plain
lojban-list,id:-llqi-1sczd.a.vef.iu0klb@chain.digitalkingdom.org,-llqi-1sczd.a.vef.iu0klb@chain.digitalkingdom.org,"maildir-zip/lojban-list/cur/1721704566.3774424_3365.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704566.3774424_3383.lebna:2,S",lists-plain
lojban-list,id:-muomlrsxlf.a.b9g.4w0klb@chain.digitalkingdom.org,-muomlrsxlf.a.b9g.4w0klb@chain.digitalkingdom.org,"maildir-zip/lojban-list/cur/1721704603.3774466_523.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704603.3774466_529.lebna:2,S",lists-plain
lojban-list,id:-rqbct0gnbc.a.pnf.hu0klb@chain.digitalkingdom.org,-rqbct0gnbc.a.pnf.hu0klb@chain.digitalkingdom.org,"maildir-zip/lojban-list/cur/1721704560.3774424_1501.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704560.3774424_1503.lebna:2,S",lists-plain
lojban-list,id:-w_7u4ub4qn.a.beb.940klb@chain.digitalkingdom.org,-w_7u4ub4qn.a.beb.940klb@chain.digitalkingdom.org,"maildir-zip/lojban-list/cur/1721704597.3774461_419.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704597.3774461_421.lebna:2,S",lists-plain
lojban-list,id:-z-edlflqum.a.evg.mv0klb@chain.digitalkingdom.org,-z-edlflqum.a.evg.mv0klb@chain.digitalkingdom.org,"maildir-zip/lojban-list/cur/1721704511.3774401_985.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704511.3774401_987.lebna:2,S",lists-plain
lojban-list,id:000001c134ca$af91f160$8eb5003e@oemcomputer,000001c134ca$af91f160$8eb5003e@oemcomputer,"maildir-zip/lojban-list/cur/1721705875.3949339_69.lebna:2,S",lists-plain,https://mail.lojban.org/lists/old_lojban-list/10419,old-lojban-list
lojban-list,id:000001c19235$bc82df60$782d03d5@oemcomputer,000001c19235$bc82df60$782d03d5@oemcomputer,"maildir-zip/lojban-list/cur/1721705888.3949353_499.lebna:2,S",lists-plain,https://mail.lojban.org/lists/old_lojban-list/12710,old-lojban-list
lojban-list,id:000001c1a1e5$0e1dc7e0$4027ca3e@oemcomputer,000001c1a1e5$0e1dc7e0$4027ca3e@oemcomputer,"maildir-zip/lojban-list/cur/1721705890.3949355_459.lebna:2,S",lists-plain,https://mail.lojban.org/lists/old_lojban-list/12997,old-lojban-list
lojban-list,id:000001c285c1$5637e040$0300a8c0@avitallap,000001c285c1$5637e040$0300a8c0@avitallap,"maildir-zip/lojban-list/cur/1721704674.3775693_99.lebna:2,S",lists-plain,https://mail.lojban.org/lists/old_lojban-list/16989,old-lojban-list
lojban-list,id:000001c285c1$5637e040$0300a8c0@avitallap,000001c285c1$5637e040$0300a8c0@avitallap,"maildir-zip/lojban-list/cur/1721704674.3775693_99.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721706889.4080427_111.lebna:2,S",lists-plain
lojban-list,id:000001c29d65$39b81be0$0300a8c0@avitallap,000001c29d65$39b81be0$0300a8c0@avitallap,"maildir-zip/lojban-list/cur/1721704678.3775694_709.lebna:2,S",lists-plain,https://mail.lojban.org/lists/old_lojban-list/17636,old-lojban-list
lojban-list,id:000001c29d65$39b81be0$0300a8c0@avitallap,000001c29d65$39b81be0$0300a8c0@avitallap,"maildir-zip/lojban-list/cur/1721704678.3775694_709.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721706894.4080428_757.lebna:2,S",lists-plain
lojban-list,id:000001c42210$1affa840$22e1fea9@oemcomputer,000001c42210$1affa840$22e1fea9@oemcomputer,"maildir-zip/lojban-list/cur/1721706923.4080452_259.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704707.3777812_279.lebna:2,S",lists-plain
lojban-list,id:000001c4f413$05e583a0$42e1fea9@oemcomputer,000001c4f413$05e583a0$42e1fea9@oemcomputer,"maildir-zip/lojban-list/cur/1721706934.4080465_83.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704718.3777829_83.lebna:2,S",lists-plain
lojban-list,id:000001c4f63e$d3f0dec0$42e1fea9@oemcomputer,000001c4f63e$d3f0dec0$42e1fea9@oemcomputer,"maildir-zip/lojban-list/cur/1721706934.4080465_141.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721704718.3777829_139.lebna:2,S",lists-plain
lojban-list,id:000001c72553$f0313b20$6b01a8c0@cmene,000001c72553$f0313b20$6b01a8c0@cmene,"maildir-zip/lojban-list/cur/1721704745.3777877_181.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721706962.4080492_191.lebna:2,S",lists-plain
lojban-list,id:000001c72708$45beeaf0$6b01a8c0@cmene,000001c72708$45beeaf0$6b01a8c0@cmene,"maildir-zip/lojban-list/cur/1721704745.3777877_193.lebna:2,S",lists-plain,"maildir-zip/lojban-list/cur/1721706962.4080492_207.lebna:2,S",lists-plain
