list,key,message_id,winner,winner_manifestation,loser,loser_manifestation
lojban-beginners,id:000001c31fad$f5357370$77642090@csrv.ad.york.ac.uk,000001c31fad$f5357370$77642090@csrv.ad.york.ac.uk,"maildir-zip/lojban-beginners/cur/1721698674.3404044_87.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00335.html,mhonarc
lojban-beginners,id:000001c31fad$f5357370$77642090@csrv.ad.york.ac.uk,000001c31fad$f5357370$77642090@csrv.ad.york.ac.uk,"maildir-zip/lojban-beginners/cur/1721698674.3404044_87.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15166.html,mhonarc
lojban-beginners,id:000001c31fad$f5357370$77642090@csrv.ad.york.ac.uk,000001c31fad$f5357370$77642090@csrv.ad.york.ac.uk,"maildir-zip/lojban-beginners/cur/1721698674.3404044_87.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701229.3710787_3.lebna:2,S",lists-plain
lojban-beginners,id:000001c484a5$26fe0b30$f004883e@crh37,000001c484a5$26fe0b30$f004883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_1.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00694.html,mhonarc
lojban-beginners,id:000001c484a5$26fe0b30$f004883e@crh37,000001c484a5$26fe0b30$f004883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_1.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15525.html,mhonarc
lojban-beginners,id:000001c484a5$26fe0b30$f004883e@crh37,000001c484a5$26fe0b30$f004883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_1.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_1.lebna:2,S",lists-plain
lojban-beginners,id:000001c48632$960b5b70$c907883e@crh37,000001c48632$960b5b70$c907883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_57.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00721.html,mhonarc
lojban-beginners,id:000001c48632$960b5b70$c907883e@crh37,000001c48632$960b5b70$c907883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_57.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15552.html,mhonarc
lojban-beginners,id:000001c48632$960b5b70$c907883e@crh37,000001c48632$960b5b70$c907883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_57.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_11.lebna:2,S",lists-plain
lojban-beginners,id:000001c48bb5$21093710$854e883e@crh37,000001c48bb5$21093710$854e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_149.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00768.html,mhonarc
lojban-beginners,id:000001c48bb5$21093710$854e883e@crh37,000001c48bb5$21093710$854e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_149.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15599.html,mhonarc
lojban-beginners,id:000001c48bb5$21093710$854e883e@crh37,000001c48bb5$21093710$854e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_149.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_27.lebna:2,S",lists-plain
lojban-beginners,id:000001c49f6c$322f46e0$b92f883e@crh37,000001c49f6c$322f46e0$b92f883e@crh37,"maildir-zip/lojban-beginners/cur/1721698678.3404060_21.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00795.html,mhonarc
lojban-beginners,id:000001c49f6c$322f46e0$b92f883e@crh37,000001c49f6c$322f46e0$b92f883e@crh37,"maildir-zip/lojban-beginners/cur/1721698678.3404060_21.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15626.html,mhonarc
lojban-beginners,id:000001c49f6c$322f46e0$b92f883e@crh37,000001c49f6c$322f46e0$b92f883e@crh37,"maildir-zip/lojban-beginners/cur/1721698678.3404060_21.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710797_3.lebna:2,S",lists-plain
lojban-beginners,id:000001c4a038$31c826f0$9a06883e@crh37,000001c4a038$31c826f0$9a06883e@crh37,"maildir-zip/lojban-beginners/cur/1721698678.3404060_31.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00800.html,mhonarc
lojban-beginners,id:000001c4a038$31c826f0$9a06883e@crh37,000001c4a038$31c826f0$9a06883e@crh37,"maildir-zip/lojban-beginners/cur/1721698678.3404060_31.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15631.html,mhonarc
lojban-beginners,id:000001c4a038$31c826f0$9a06883e@crh37,000001c4a038$31c826f0$9a06883e@crh37,"maildir-zip/lojban-beginners/cur/1721698678.3404060_31.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710797_5.lebna:2,S",lists-plain
lojban-beginners,id:000001c4bb43$7c5a4470$21815d18@cheese,000001c4bb43$7c5a4470$21815d18@cheese,"maildir-zip/lojban-beginners/cur/1721698678.3404061_65.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00841.html,mhonarc
lojban-beginners,id:000001c4bb43$7c5a4470$21815d18@cheese,000001c4bb43$7c5a4470$21815d18@cheese,"maildir-zip/lojban-beginners/cur/1721698678.3404061_65.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15672.html,mhonarc
lojban-beginners,id:000001c4bb43$7c5a4470$21815d18@cheese,000001c4bb43$7c5a4470$21815d18@cheese,"maildir-zip/lojban-beginners/cur/1721698678.3404061_65.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710798_1.lebna:2,S",lists-plain
lojban-beginners,id:000001c7b7b0$55cd6640$0300a8c0@starlight,000001c7b7b0$55cd6640$0300a8c0@starlight,"maildir-zip/lojban-beginners/cur/1721698706.3404100_693.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg05141.html,mhonarc
lojban-beginners,id:000001c7b7b0$55cd6640$0300a8c0@starlight,000001c7b7b0$55cd6640$0300a8c0@starlight,"maildir-zip/lojban-beginners/cur/1721698706.3404100_693.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg19976.html,mhonarc
lojban-beginners,id:000001c7b7b0$55cd6640$0300a8c0@starlight,000001c7b7b0$55cd6640$0300a8c0@starlight,"maildir-zip/lojban-beginners/cur/1721698706.3404100_693.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710811_19.lebna:2,S",lists-plain
lojban-beginners,id:000001c83838$15a4b920$40ee2b60$@com,000001c83838$15a4b920$40ee2b60$@com,"maildir-zip/lojban-beginners/cur/1721698710.3404107_19.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg05839.html,mhonarc
lojban-beginners,id:000001c83838$15a4b920$40ee2b60$@com,000001c83838$15a4b920$40ee2b60$@com,"maildir-zip/lojban-beginners/cur/1721698710.3404107_19.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701231.3710816_1.lebna:2,S",lists-plain
lojban-beginners,id:000001c83aa8$5793cd40$06bb67c0$@com,000001c83aa8$5793cd40$06bb67c0$@com,"maildir-zip/lojban-beginners/cur/1721698710.3404107_23.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg05841.html,mhonarc
lojban-beginners,id:000001c83aa8$5793cd40$06bb67c0$@com,000001c83aa8$5793cd40$06bb67c0$@com,"maildir-zip/lojban-beginners/cur/1721698710.3404107_23.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701231.3710816_5.lebna:2,S",lists-plain
lojban-beginners,id:000001cbe59b$5a810e90$0f832bb0$@com,000001cbe59b$5a810e90$0f832bb0$@com,"maildir-zip/lojban-beginners/cur/1721701244.3710852_139.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg14060.html,mhonarc
lojban-beginners,id:0000d9a6-f6b5-4164-89e4-452d132f63e5@googlegroups.com,0000d9a6-f6b5-4164-89e4-452d132f63e5@googlegroups.com,maildir-zip/lojban-beginners/new/1721698087.3259688_75.lebna,lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg10559.html,mhonarc
lojban-beginners,id:000101c48afb$6c347ca0$774a883e@crh37,000101c48afb$6c347ca0$774a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_123.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00755.html,mhonarc
lojban-beginners,id:000101c48afb$6c347ca0$774a883e@crh37,000101c48afb$6c347ca0$774a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_123.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15586.html,mhonarc
lojban-beginners,id:000101c48afb$6c347ca0$774a883e@crh37,000101c48afb$6c347ca0$774a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_123.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_19.lebna:2,S",lists-plain
lojban-beginners,id:000101c48bbc$49cb76c0$854e883e@crh37,000101c48bbc$49cb76c0$854e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_157.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00772.html,mhonarc
lojban-beginners,id:000101c48bbc$49cb76c0$854e883e@crh37,000101c48bbc$49cb76c0$854e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_157.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15603.html,mhonarc
lojban-beginners,id:000101c48bbc$49cb76c0$854e883e@crh37,000101c48bbc$49cb76c0$854e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_157.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_29.lebna:2,S",lists-plain
lojban-beginners,id:000201c47429$a0a5d440$ec2a883e@crh37,000201c47429$a0a5d440$ec2a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404057_75.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00693.html,mhonarc
lojban-beginners,id:000201c47429$a0a5d440$ec2a883e@crh37,000201c47429$a0a5d440$ec2a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404057_75.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15524.html,mhonarc
lojban-beginners,id:000201c47429$a0a5d440$ec2a883e@crh37,000201c47429$a0a5d440$ec2a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404057_75.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710795_1.lebna:2,S",lists-plain
lojban-beginners,id:000201c4852a$47bd1070$0343883e@crh37,000201c4852a$47bd1070$0343883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_7.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00697.html,mhonarc
lojban-beginners,id:000201c4852a$47bd1070$0343883e@crh37,000201c4852a$47bd1070$0343883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_7.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15528.html,mhonarc
lojban-beginners,id:000201c4852a$47bd1070$0343883e@crh37,000201c4852a$47bd1070$0343883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_7.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_3.lebna:2,S",lists-plain
lojban-beginners,id:000201c48571$705bf590$e604883e@crh37,000201c48571$705bf590$e604883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_15.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00701.html,mhonarc
lojban-beginners,id:000201c48571$705bf590$e604883e@crh37,000201c48571$705bf590$e604883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_15.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15532.html,mhonarc
lojban-beginners,id:000201c48571$705bf590$e604883e@crh37,000201c48571$705bf590$e604883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_15.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_5.lebna:2,S",lists-plain
lojban-beginners,id:000201c48b01$07f0db70$774a883e@crh37,000201c48b01$07f0db70$774a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_129.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00758.html,mhonarc
lojban-beginners,id:000201c48b01$07f0db70$774a883e@crh37,000201c48b01$07f0db70$774a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_129.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15589.html,mhonarc
lojban-beginners,id:000201c48b01$07f0db70$774a883e@crh37,000201c48b01$07f0db70$774a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_129.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_21.lebna:2,S",lists-plain
lojban-beginners,id:000201c48bc0$70062890$854e883e@crh37,000201c48bc0$70062890$854e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_161.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00774.html,mhonarc
lojban-beginners,id:000201c48bc0$70062890$854e883e@crh37,000201c48bc0$70062890$854e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_161.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15605.html,mhonarc
lojban-beginners,id:000201c48bc0$70062890$854e883e@crh37,000201c48bc0$70062890$854e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_161.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_31.lebna:2,S",lists-plain
lojban-beginners,id:000301c48b03$f46614f0$774a883e@crh37,000301c48b03$f46614f0$774a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_133.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00760.html,mhonarc
lojban-beginners,id:000301c48b03$f46614f0$774a883e@crh37,000301c48b03$f46614f0$774a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_133.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15591.html,mhonarc
lojban-beginners,id:000301c48b03$f46614f0$774a883e@crh37,000301c48b03$f46614f0$774a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_133.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_23.lebna:2,S",lists-plain
lojban-beginners,id:000301c506ae$9eb81ef0$77642090@csrv.ad.york.ac.uk,000301c506ae$9eb81ef0$77642090@csrv.ad.york.ac.uk,"maildir-zip/lojban-beginners/cur/1721698680.3404065_217.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg01097.html,mhonarc
lojban-beginners,id:000301c506ae$9eb81ef0$77642090@csrv.ad.york.ac.uk,000301c506ae$9eb81ef0$77642090@csrv.ad.york.ac.uk,"maildir-zip/lojban-beginners/cur/1721698680.3404065_217.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15929.html,mhonarc
lojban-beginners,id:000301c506ae$9eb81ef0$77642090@csrv.ad.york.ac.uk,000301c506ae$9eb81ef0$77642090@csrv.ad.york.ac.uk,"maildir-zip/lojban-beginners/cur/1721698680.3404065_217.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710799_1.lebna:2,S",lists-plain
lojban-beginners,id:000301c72064$6d62d300$7501a8c0@hq.squarei.net,000301c72064$6d62d300$7501a8c0@hq.squarei.net,"maildir-zip/lojban-beginners/cur/1721698697.3404094_231.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg03847.html,mhonarc
lojban-beginners,id:000301c72064$6d62d300$7501a8c0@hq.squarei.net,000301c72064$6d62d300$7501a8c0@hq.squarei.net,"maildir-zip/lojban-beginners/cur/1721698697.3404094_231.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg18682.html,mhonarc
lojban-beginners,id:000301c72064$6d62d300$7501a8c0@hq.squarei.net,000301c72064$6d62d300$7501a8c0@hq.squarei.net,"maildir-zip/lojban-beginners/cur/1721698697.3404094_231.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710810_3.lebna:2,S",lists-plain
lojban-beginners,id:000401c48572$f5c85790$e604883e@crh37,000401c48572$f5c85790$e604883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_17.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00702.html,mhonarc
lojban-beginners,id:000401c48572$f5c85790$e604883e@crh37,000401c48572$f5c85790$e604883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_17.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15533.html,mhonarc
lojban-beginners,id:000401c48572$f5c85790$e604883e@crh37,000401c48572$f5c85790$e604883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_17.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_7.lebna:2,S",lists-plain
lojban-beginners,id:000401c48b07$c5480580$774a883e@crh37,000401c48b07$c5480580$774a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_141.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00764.html,mhonarc
lojban-beginners,id:000401c48b07$c5480580$774a883e@crh37,000401c48b07$c5480580$774a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_141.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15595.html,mhonarc
lojban-beginners,id:000401c48b07$c5480580$774a883e@crh37,000401c48b07$c5480580$774a883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_141.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_25.lebna:2,S",lists-plain
lojban-beginners,id:000401c48e1a$520b9080$cd0e883e@crh37,000401c48e1a$520b9080$cd0e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_175.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00781.html,mhonarc
lojban-beginners,id:000401c48e1a$520b9080$cd0e883e@crh37,000401c48e1a$520b9080$cd0e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_175.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15612.html,mhonarc
lojban-beginners,id:000401c48e1a$520b9080$cd0e883e@crh37,000401c48e1a$520b9080$cd0e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_175.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_33.lebna:2,S",lists-plain
lojban-beginners,id:000401c49f42$110a92a0$fc4d883e@crh37,000401c49f42$110a92a0$fc4d883e@crh37,"maildir-zip/lojban-beginners/cur/1721698678.3404060_17.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00793.html,mhonarc
lojban-beginners,id:000401c49f42$110a92a0$fc4d883e@crh37,000401c49f42$110a92a0$fc4d883e@crh37,"maildir-zip/lojban-beginners/cur/1721698678.3404060_17.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15624.html,mhonarc
lojban-beginners,id:000401c49f42$110a92a0$fc4d883e@crh37,000401c49f42$110a92a0$fc4d883e@crh37,"maildir-zip/lojban-beginners/cur/1721698678.3404060_17.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710797_1.lebna:2,S",lists-plain
lojban-beginners,id:000501c2c8bd$a6c38200$a80210ac@catie.ac.cr,000501c2c8bd$a6c38200$a80210ac@catie.ac.cr,"maildir-zip/lojban-beginners/cur/1721698672.3404039_33.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00024.html,mhonarc
lojban-beginners,id:000501c2c8bd$a6c38200$a80210ac@catie.ac.cr,000501c2c8bd$a6c38200$a80210ac@catie.ac.cr,"maildir-zip/lojban-beginners/cur/1721698672.3404039_33.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg14862.html,mhonarc
lojban-beginners,id:000501c2c8bd$a6c38200$a80210ac@catie.ac.cr,000501c2c8bd$a6c38200$a80210ac@catie.ac.cr,"maildir-zip/lojban-beginners/cur/1721698672.3404039_33.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701229.3710783_1.lebna:2,S",lists-plain
lojban-beginners,id:000501c4857d$92d75bd0$e604883e@crh37,000501c4857d$92d75bd0$e604883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_21.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00704.html,mhonarc
lojban-beginners,id:000501c4857d$92d75bd0$e604883e@crh37,000501c4857d$92d75bd0$e604883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_21.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15535.html,mhonarc
lojban-beginners,id:000501c4857d$92d75bd0$e604883e@crh37,000501c4857d$92d75bd0$e604883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_21.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_9.lebna:2,S",lists-plain
lojban-beginners,id:000501c48e1e$edf4c120$cd0e883e@crh37,000501c48e1e$edf4c120$cd0e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_179.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00783.html,mhonarc
lojban-beginners,id:000501c48e1e$edf4c120$cd0e883e@crh37,000501c48e1e$edf4c120$cd0e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_179.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15614.html,mhonarc
lojban-beginners,id:000501c48e1e$edf4c120$cd0e883e@crh37,000501c48e1e$edf4c120$cd0e883e@crh37,"maildir-zip/lojban-beginners/cur/1721698677.3404058_179.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701230.3710796_35.lebna:2,S",lists-plain
lojban-beginners,id:000586d1-70d6-43e7-9d23-8d966c757bec@googlegroups.com,000586d1-70d6-43e7-9d23-8d966c757bec@googlegroups.com,maildir-zip/lojban-beginners/new/1721698098.3259713_51.lebna,lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg12055.html,mhonarc
lojban-beginners,id:000701c2f12a$f1614780$2ea103d5@oemcomputer,000701c2f12a$f1614780$2ea103d5@oemcomputer,"maildir-zip/lojban-beginners/cur/1721698674.3404042_29.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00221.html,mhonarc
lojban-beginners,id:000701c2f12a$f1614780$2ea103d5@oemcomputer,000701c2f12a$f1614780$2ea103d5@oemcomputer,"maildir-zip/lojban-beginners/cur/1721698674.3404042_29.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15049.html,mhonarc
lojban-beginners,id:000701c2f12a$f1614780$2ea103d5@oemcomputer,000701c2f12a$f1614780$2ea103d5@oemcomputer,"maildir-zip/lojban-beginners/cur/1721698674.3404042_29.lebna:2,S",lists-plain,"maildir-zip/lojban-beginners/cur/1721701229.3710785_1.lebna:2,S",lists-plain
lojban-beginners,id:000701c39c0e$50c181c0$08fc5044@vaio590g01,000701c39c0e$50c181c0$08fc5044@vaio590g01,"maildir-zip/lojban-beginners/cur/1721698675.3404050_3.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg00450.html,mhonarc
lojban-beginners,id:000701c39c0e$50c181c0$08fc5044@vaio590g01,000701c39c0e$50c181c0$08fc5044@vaio590g01,"maildir-zip/lojban-beginners/cur/1721698675.3404050_3.lebna:2,S",lists-plain,https://mail.lojban.org/lists/lojban-beginners/msg15281.html,mhonarc
